,review,score,source,cleaned_review,cleaned_reduced_review,cleaned_review_length,tokens,padded_tokens
984,Adapter does not provide enough charging current.,0,amz,Adapter does not provide enough charging current,adapter provide enough charging current,7,"[1901, 1902, 54, 640, 1172]","[1901 1902   54  640 1172    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1,yelp,And the chef was generous with his time even came around twice so we can take pictures with him,chef generous time even came around twice take pictures,19,"[815, 816, 10, 17, 59, 106, 331, 115, 392]","[815 816  10  17  59 106 331 115 392   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
360,Nice design and quality.,1,amz,Nice design and quality,nice design quality,4,"[30, 269, 23]","[ 30 269  23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
329,Rip off---- Over charge shipping.,0,amz,Rip off Over charge shipping,rip charge shipping,5,"[1903, 190, 641]","[1903  190  641    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1777,The film has an ultra-cheap look to it.  ,0,imdb,The film has an ultracheap look to it  ,film ultracheap look,8,"[6, 1904, 66]","[   6 1904   66    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1475,The dialogue is composed of things that make little sense.  ,0,imdb,The dialogue is composed of things that make little sense  ,dialogue composed things make little sense,10,"[214, 1905, 155, 41, 78, 817]","[ 214 1905  155   41   78  817    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
597,A pretty good product.,1,amz,A pretty good product,pretty good product,4,"[57, 2, 29]","[57  2 29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
1699,") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,imdb, very bad performance plays Angela Bennett a computer expert who is at home all the time  ,bad performance plays angela bennett computer expert home time,16,"[14, 204, 642, 1906, 1907, 643, 1908, 341, 10]","[  14  204  642 1906 1907  643 1908  341   10    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2607,I just wanted to leave.,0,yelp,I just wanted to leave,wanted leave,5,"[438, 516]","[438 516   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2495,And then tragedy struck.,0,yelp,And then tragedy struck,tragedy struck,4,"[1909, 1136]","[1909 1136    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb,He really didnt seem to want to be hosting his voiceovers were monotonous didnt get involved with the guests  ,really didnt seem want hosting voiceovers monotonous didnt get involved guests,19,"[12, 50, 644, 101, 1910, 1911, 1912, 50, 35, 526, 1173]","[  12   50  644  101 1910 1911 1912   50   35  526 1173    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2548,The desserts were a bit strange.,0,yelp,The desserts were a bit strange,desserts bit strange,6,"[818, 270, 786]","[818 270 786   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2602,They also have the best cheese crisp in town.,1,yelp,They also have the best cheese crisp in town,also best cheese crisp town,9,"[19, 22, 819, 1174, 393]","[  19   22  819 1174  393    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1041,I wasn't the least bit interested.  ,0,imdb,I wasnt the least bit interested  ,wasnt least bit interested,6,"[105, 215, 270, 1175]","[ 105  215  270 1175    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2967,Hell no will I go back,0,yelp,Hell no will I go back,hell go back,6,"[820, 25, 20]","[820  25  20   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
108,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0,amz,The camera although rated at an impressive 13 megapixels renders images that fall well below expectations of such a relatively high resolution,camera although rated impressive 13 megapixels renders images fall well expectations relatively high resolution,22,"[110, 394, 821, 645, 1176, 1913, 1914, 1915, 527, 15, 822, 1177, 291, 1178]","[ 110  394  821  645 1176 1913 1914 1915  527   15  822 1177  291 1178
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2009,A great touch.,1,yelp,A great touch,great touch,3,"[3, 646]","[  3 646   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,imdb,However after seeing the short again after about 25 years I was amazed at how timeless the film actually is  ,however seeing short 25 years amazed timeless film actually,20,"[128, 439, 216, 1916, 107, 823, 1917, 6, 171]","[ 128  439  216 1916  107  823 1917    6  171    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1415,"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1,imdb,As a European the movie is a nice throwback to my time as a student in the 1980s and the experiences I had living abroad and interacting with other nationalities although the circumstances were slightly different  ,european movie nice throwback time student 1980s experiences living abroad interacting nationalities although circumstances slightly different,36,"[1179, 4, 30, 1918, 10, 1919, 1920, 1921, 528, 1922, 1923, 1924, 394, 1146, 1925, 241]","[1179    4   30 1918   10 1919 1920 1921  528 1922 1923 1924  394 1146
 1925  241    0    0    0    0    0    0    0    0    0    0    0]"
1231,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0,imdb,I mean in a realistic world she would NEVER have gotten into that ballet repertory The whole thing was quite pathetic  ,mean realistic world would never gotten ballet repertory whole thing quite pathetic,21,"[529, 1180, 440, 16, 34, 824, 1926, 1927, 205, 56, 96, 530]","[ 529 1180  440   16   34  824 1926 1927  205   56   96  530    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
127,it did not work in my cell phone plug i am very up set with the charger!.,0,amz,it did not work in my cell phone plug i am very up set with the charger,work cell phone plug set charger,17,"[26, 217, 5, 301, 390, 118]","[ 26 217   5 301 390 118   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,yelp,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,ordered appetizer took 40 minutes pizza another 10 minutes,14,"[147, 1928, 210, 531, 83, 191, 154, 132, 83]","[ 147 1928  210  531   83  191  154  132   83    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2185,I ordered the Lemon raspberry ice cocktail which was also incredible.,1,yelp,I ordered the Lemon raspberry ice cocktail which was also incredible,ordered lemon raspberry ice cocktail also incredible,11,"[147, 1929, 1930, 532, 1931, 19, 342]","[ 147 1929 1930  532 1931   19  342    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1551,This may be the only bad film he ever made.  ,0,imdb,This may be the only bad film he ever made  ,may bad film ever made,10,"[300, 14, 6, 21, 28]","[300  14   6  21  28   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1394,"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1,imdb,My mother and brother had to do thisWhen I saw Robert Ryan portraying this type of man it was a very good imitation of this type of individual and I was impressed  ,mother brother thiswhen saw robert ryan portraying type man good imitation type individual impressed,32,"[825, 1181, 1932, 245, 1182, 1933, 1183, 826, 218, 2, 1934, 826, 1935, 127]","[ 825 1181 1932  245 1182 1933 1183  826  218    2 1934  826 1935  127
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
615,the charger worked for about a week and then completely stopped charging my phone.,0,amz,the charger worked for about a week and then completely stopped charging my phone,charger worked week completely stopped charging phone,14,"[118, 119, 395, 206, 1169, 640, 5]","[ 118  119  395  206 1169  640    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2417,I really enjoyed eating here.,1,yelp,I really enjoyed eating here,really enjoyed eating,5,"[12, 246, 333]","[ 12 246 333   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,amz,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in,fit palm tungsten e2 broke first time tried plug,20,"[271, 647, 1936, 1937, 441, 33, 10, 302, 301]","[ 271  647 1936 1937  441   33   10  302  301    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
364,It definitely was not as good as my S11.,1,amz,It definitely was not as good as my S11,definitely good s11,9,"[85, 2, 1938]","[  85    2 1938    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
964,It's pretty easy.,1,amz,Its pretty easy,pretty easy,3,"[57, 111]","[ 57 111   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,amz,Also the phone doesnt seem to accept anything except CBR mp3s preferably ripped by Windows Media Player,also phone doesnt seem accept anything except cbr mp3s preferably ripped windows media player,17,"[19, 5, 84, 644, 1939, 240, 1940, 1941, 1942, 1943, 827, 1944, 1945, 648]","[  19    5   84  644 1939  240 1940 1941 1942 1943  827 1944 1945  648
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2415,Gave up trying to eat any of the crust (teeth still sore).,0,yelp,Gave up trying to eat any of the crust teeth still sore,gave trying eat crust teeth still sore,12,"[303, 396, 130, 1946, 1184, 48, 1947]","[ 303  396  130 1946 1184   48 1947    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2508,Terrible service!,0,yelp,Terrible service,terrible service,2,"[71, 13]","[71 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0]"
1367,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0,imdb,The new characters werent all that memorable and I found myself forgetting who was who  ,new characters werent memorable found forgetting,15,"[86, 52, 828, 829, 133, 1185]","[  86   52  828  829  133 1185    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
590,Sprint - terrible customer service.,0,amz,Sprint  terrible customer service,sprint terrible customer service,4,"[830, 71, 296, 13]","[830  71 296  13   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
503,I would have given no star if I was able.,0,amz,I would have given no star if I was able,would given star able,10,"[16, 442, 343, 649]","[ 16 442 343 649   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
622,This is a great product..... sure beats using your fingers!.,1,amz,This is a great product sure beats using your fingers,great product sure beats using fingers,10,"[3, 29, 156, 1948, 344, 1949]","[   3   29  156 1948  344 1949    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
